ros_time,elapsed,phase,max_position_error,max_velocity,min_inter_agent_distance,fresh_agent_count,stale_agent_ids,hold_elapsed,model_hold_elapsed,model_hold_pending
1789744948.9289312,0.002336979,MOVING,2.0006648922497487,0.007858697205959279,3.888515879878623,7,,0.0,,False
1789744948.9790313,0.052437067,MOVING,2.000630129089135,0.009316032560962698,3.8885738830032675,7,,0.0,,False
1789744949.0291216,0.10252738,MOVING,2.0005969981616043,0.010818668815154671,3.8886829092422746,7,,0.0,,False
1789744949.0791364,0.152542114,MOVING,2.0005655603743224,0.012334788612956738,3.8888463914324203,7,,0.0,,False
1789744949.1290994,0.202505112,MOVING,2.0005358602076666,0.0138468330577363,3.889065060100157,7,,0.0,,False
1789744949.1791248,0.252530575,MOVING,2.0005079263664802,0.015344365934311814,3.889339707674274,7,,0.0,,False
1789744949.2290914,0.302497148,MOVING,2.0004827477289524,0.01682116409323554,3.8896706439579845,7,,0.0,,False
1789744949.279071,0.352476835,MOVING,2.0004663522031962,0.018273850422889298,3.890057809966099,7,,0.0,,False
1789744949.335782,0.409187794,MOVING,2.0004538153761695,0.019701325643989694,3.8905004479862404,7,,0.0,,False
1789744949.379111,0.452516794,MOVING,2.00044494343002,0.021104383865613585,3.89099933570041,7,,0.0,,False
1789744949.4290202,0.502425909,MOVING,2.0004391578230116,0.022485425377475467,3.8915525875452213,7,,0.0,,False
1789744949.4790695,0.552475214,MOVING,2.000435622242678,0.02384815174062634,3.892160013043391,7,,0.0,,False
1789744949.5290618,0.602467537,MOVING,2.0004333018290987,0.02519729331742163,3.892821045564539,7,,0.0,,False
1789744949.5790288,0.652434587,MOVING,2.0004309958766373,0.026538304340861428,3.8935352193333324,7,,0.0,,False
1789744949.6290672,0.702472925,MOVING,2.000427364641441,0.027877090216763427,3.894302207702386,7,,0.0,,False
1789744949.6791432,0.752548933,MOVING,2.0004209545737077,0.029219746091184516,3.8951218610152405,7,,0.0,,False
1789744949.7366786,0.810084343,MOVING,2.000410206941387,0.030572310099348413,3.896007443531602,7,,0.0,,False
1789744949.7790968,0.852502584,MOVING,2.000393461747571,0.031940549365954675,3.8969195659805433,7,,0.0,,False
1789744949.829101,0.902506828,MOVING,2.0003689626776655,0.03332974231519504,3.897898343337887,7,,0.0,,False
1789744949.8790886,0.952494383,MOVING,2.000334851923706,0.03474452269011598,3.8989312461437375,7,,0.0,,False
1789744949.9290826,1.002488375,MOVING,2.000289170966617,0.03618871022097696,3.9000191649769804,7,,0.0,,False
1789744949.9790554,1.052461147,MOVING,2.000229855977555,0.03766516364535176,3.9011631761867402,7,,0.0,,False
1789744950.0290887,1.102494478,MOVING,2.0001547455351925,0.03917571244985478,3.9023645241213463,7,,0.0,,False
1789744950.079092,1.152497768,MOVING,2.000066369007942,0.040721081181253366,3.903624598229789,7,,0.0,,False
1789744950.1290455,1.202451229,MOVING,2.000000264240091,0.042300819693370705,3.904944912246384,7,,0.0,,False
1789744950.1791246,1.252530336,MOVING,1.9999198977765118,0.04391327900583913,3.9063270352726382,7,,0.0,,False
1789744950.2290936,1.302499294,MOVING,1.9998234023790227,0.045555641842726695,3.9077724400429625,7,,0.0,,False
1789744950.2791088,1.352514505,MOVING,1.9997095018213353,0.04722388959159832,3.9092825389127484,7,,0.0,,False
1789744950.3290625,1.402468204,MOVING,1.9995801161468887,0.04891263814825194,3.9108585510837575,7,,0.0,,False
1789744950.3790767,1.4524824619999999,MOVING,1.999430604847012,0.05061501500793803,3.912501521376964,7,,0.0,,False
1789744950.4291017,1.502507448,MOVING,1.9992590720173424,0.05232256026016347,3.914212264193492,7,,0.0,,False
1789744950.4790916,1.5524973869999998,MOVING,1.9990633958790007,0.05402522341337558,3.91599134554011,7,,0.0,,False
1789744950.529041,1.602446794,MOVING,1.998841167142009,0.05571147562022604,3.9178391090911067,7,,0.0,,False
1789744950.5790346,1.6524403090000002,MOVING,1.9986541958116297,0.05736848421146716,3.9197556151656285,7,,0.0,,False
1789744950.6290789,1.702484608,MOVING,1.998468637073696,0.058982306560629416,3.9217406849649743,7,,0.0,,False
1789744950.6790912,1.752496958,MOVING,1.9982594896452055,0.060538114669437246,3.923793872654504,7,,0.0,,False
1789744950.7290473,1.8024530410000001,MOVING,1.9980248689185771,0.06202046655058518,3.92591449364383,7,,0.0,,False
1789744950.7790773,1.852483034,MOVING,1.9977627980658512,0.06341357892512058,3.928101502571856,7,,0.0,,False
1789744950.8309457,1.904351473,MOVING,1.9974711979405029,0.06470151512271831,3.9303537223373857,7,,0.0,,False
1789744950.879075,1.9524807929999999,MOVING,1.9971478788435975,0.15887956256178434,3.932669652565543,7,,0.0,,False
1789744950.9291246,2.002530336,MOVING,1.9967905345078987,0.33619244282609706,3.9350475812183947,7,,0.0,,False
1789744950.979086,2.052491665,MOVING,1.9963967386288501,0.5028486931348771,3.9374855397104,7,,0.0,,False
1789744951.0291479,2.102553606,MOVING,1.9959639428114881,0.6417348590589941,3.939981327670352,7,,0.0,,False
1789744951.0791032,2.152508974,MOVING,1.995489476450905,0.7498844198587248,3.9425325265682156,7,,0.0,,False
1789744951.1290789,2.202484608,MOVING,1.9949705491731677,0.8292022832993379,3.9451364792080796,7,,0.0,,False
1789744951.1791492,2.252554893,MOVING,1.9944042549531662,0.8683411847049448,3.947790324207508,7,,0.0,,False
1789744951.2291038,2.302509546,MOVING,1.9966908537710917,0.8683411847049448,3.950489995111999,7,,0.0,,False
1789744951.279103,2.352508783,MOVING,1.9986476795378665,0.8683411847049448,3.9532230462186115,7,,0.0,,False
1789744951.3291528,2.402558565,MOVING,1.9997353986137494,0.8683411847049448,3.9559831047889116,7,,0.0,,False
1789744951.3790698,2.452475548,MOVING,1.9998460549594943,0.8683411847049448,3.9587260725471904,7,,0.0,,False
1789744951.4291193,2.502525091,MOVING,1.9998460549594943,0.8530698666244215,3.9613927677244347,7,,0.0,,False
1789744951.47911,2.552515745,MOVING,1.9998460549594943,0.840433997120923,3.963911402973901,7,,0.0,,False
1789744951.5290985,2.602504253,MOVING,1.9998460549594943,0.8500094387280688,3.966199928703666,7,,0.0,,False
1789744951.5791225,2.652528286,MOVING,1.9998460549594943,0.8582525440000554,3.9682000609740022,7,,0.0,,False
1789744951.6291103,2.702516079,MOVING,1.999088840690211,0.8582525440000554,3.9703683163448296,7,,0.0,,False
1789744951.679106,2.75251174,MOVING,1.997348014300648,0.8582525440000554,3.972762559015615,7,,0.0,,False
