ros_time,elapsed,phase,max_position_error,max_velocity,min_inter_agent_distance,fresh_agent_count,stale_agent_ids,hold_elapsed,model_hold_elapsed,model_hold_pending
1789787404.1216152,0.002044678,MOVING,2.0000000000000036,0.0,4.0,7,,0.0,,False
1789787404.171788,0.052217484,MOVING,2.0000000003460463,0.007042498190378945,3.9999999999996234,7,,0.0,,False
1789787404.2217684,0.102197886,MOVING,2.0000019788439993,0.12356019183051742,3.999999945635691,7,,0.0,,False
1789787404.2717953,0.152224779,MOVING,2.0000445795111106,0.29987173556392943,3.9999999992998743,7,,0.0,,False
1789787404.321763,0.202192545,MOVING,2.000268126662525,0.4709377865617213,3.999999997526865,7,,0.0,,False
1789787404.3717818,0.252211333,MOVING,2.0009073676718216,0.6188249771988904,3.999995443064791,7,,0.0,,False
1789787404.421789,0.302218437,MOVING,2.002236103038481,0.7397066013678629,3.9999906512892176,7,,0.0,,False
1789787404.4717965,0.352226019,MOVING,2.00451784553047,0.8335150093410416,3.9999832063985084,7,,0.0,,False
1789787404.5218916,0.4023211,MOVING,2.0079660692524626,0.901272657118097,3.9998734224825907,7,,0.0,,False
1789787404.5718381,0.452267647,MOVING,2.012702892256041,0.9329661628780591,3.9996240749164773,7,,0.0,,False
1789787404.621768,0.502197504,MOVING,2.0183944130433464,0.9329661628780591,3.9991786162028005,7,,0.0,,False
1789787404.6717794,0.552208901,MOVING,2.0229233180466353,0.9329661628780591,3.998441088778029,7,,0.0,,False
1789787404.721774,0.602203608,MOVING,2.029529392525281,0.9329661628780591,3.9972922989269275,7,,0.0,,False
1789787404.7717962,0.652225733,MOVING,2.0332552383832794,0.9329661628780591,3.9955900156268234,7,,0.0,,False
1789787404.8217797,0.702209234,MOVING,2.036271638604103,0.9290558019533487,3.9931703081067167,7,,0.0,,False
1789787404.871812,0.752241612,MOVING,2.038293282919848,0.7691094869731369,3.9898496268698813,7,,0.0,,False
1789787404.9218245,0.802253962,MOVING,2.0406310381112123,0.6335473513288733,3.9854277105118867,7,,0.0,,False
1789787404.9717658,0.852195263,MOVING,2.041805565542157,0.47710644443630873,3.9796911859700175,7,,0.0,,False
1789787405.021763,0.902192593,MOVING,2.0423336163671255,0.4882848590262671,3.972417599816272,7,,0.0,,False
1789787405.0717897,0.952219248,MOVING,2.0428621217636707,0.5463276625974618,3.9633799631438675,7,,0.0,,False
1789787405.127175,1.007604599,MOVING,2.0441639714744717,0.6972651805860469,3.949855246435405,7,,0.0,,False
1789787405.1717772,1.052206755,MOVING,2.0457974491366415,0.7545935217575435,3.939110659394431,7,,0.0,,False
1789787405.2217991,1.102228642,MOVING,2.048634069180436,0.7545935217575435,3.923445995778863,7,,0.0,,False
1789787405.2717755,1.152204991,MOVING,2.0527878084149775,0.7545935217575435,3.9051611544771916,7,,0.0,,False
1789787405.321767,1.202196598,MOVING,2.058004392032073,0.7545935217575435,3.884079931528274,7,,0.0,,False
1789787405.3718238,1.252253294,MOVING,2.0641366542864117,0.7545935217575435,3.860056792973606,7,,0.0,,False
1789787405.4219604,1.30238986,MOVING,2.0711819024846982,0.727517128891855,3.832973694767447,7,,0.0,,False
1789787405.4717212,1.352150679,MOVING,2.0790488242480603,0.7681060152184368,3.802733338164195,7,,0.0,,False
1789787405.5217752,1.402204752,MOVING,2.0875929598127976,0.8490753460936215,3.7693168422813654,7,,0.0,,False
1789787405.5717874,1.452216864,MOVING,2.0968800436003345,0.9308792106962128,3.7327504933776634,7,,0.0,,False
1789787405.6219835,1.502413035,MOVING,2.106898253761061,1.0126525195937077,3.6930581781194927,7,,0.0,,False
1789787405.6718373,1.552266836,MOVING,2.117663595533738,1.0935509492342828,3.6503270917097543,7,,0.0,,False
1789787405.7218232,1.602252722,MOVING,2.1290369359419596,1.1727441550280457,3.6046486264473363,7,,0.0,,False
1789787405.771775,1.6522045140000001,MOVING,2.1405779242964993,1.2494231266189069,3.55615818637077,7,,0.0,,False
1789787405.8217566,1.702186108,MOVING,2.151875248072005,1.3228014995719128,3.5050164335245957,7,,0.0,,False
1789787405.8717554,1.752184868,MOVING,2.16275404102449,1.3920777047508819,3.4514050026128125,7,,0.0,,False
